PPC Dashboard Leads Data updated till 31st-July-26,,,,,Total,,,July' 2026,,,June' 2026,,,May' 2026,,,Apr' 2026,,,Mar' 2026,,,Feb' 2026,,,Jan' 2026,,,Dec' 2025,,,Nov' 2025,,,Oct' 2025,,,Sep' 2025,,,Aug' 2025,,,July' 2025,,,June' 2025,,,May' 2025,,,Apr' 2025,,,Mar' 2025,,,Feb' 2025,,,Jan' 2025,,,Dec' 2024,,,Nov' 2024,,,Oct' 2024,,,Sep' 2024,,,Aug' 2024,,,July' 2024,,,June' 2024,,,May' 2024,,,Apr' 2024,,,Mar' 2024,,,Feb' 2024,,,Jan' 2024,,,Dec' 2023,,,Nov' 2023,,,Oct' 2023,,,Sep' 2023,,,Aug' 2023,,,Jul' 2023,,,Jun' 2023,,,May' 2023,,,April' 2023,,,,,,February' 2023,,,January' 2023,,,December' 2022,,,November' 2022,,,October' 2022,,,September' 2022,,,August' 2022,,,July' 2022,,,June' 2022,,,,,June' 2022,,
568,Hire Virtual Assistant,https://www.virtualemployee.com/service/hire-virtual-assistant-u/,old,old,1,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,Software development services,https://www.virtualemployee.com/service/software-development-services/,old,old,1,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,Hire Developers,https://www.virtualemployee.com/service/hire-developers/,old,old,2,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,0.00%,0,0,,1,0,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,Hire HVAC Engineers,https://www.virtualemployee.com/service/hire-hvac-engineers/,old,old,1,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,Hire Web Developers India,https://www.virtualemployee.com/da/hire-web-developers-india-new/,Tanumoy Ghosh,Rajni,4343,132,3.04%,2,0,0.00%,0,0,,0,0,,1,0,0.00%,4,0,0.00%,0,0,,3,0,0.00%,0,0,0.00%,4,0,,4,0,0.00%,2,0,0.00%,0,0,,3,0,0.00%,8,0,0.00%,1,0,0.00%,76,0,0.00%,307,7,2.28%,372,7,1.88%,299,7,2.34%,275,5,1.82%,375,17,4.53%,570,14,2.46%,465,23,4.95%,430,15,3.49%,549,12,2.19%,420,9,2.14%,458,10,2.18%,104,6,5.77%,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,Hire Graphic Design Experts Mobile,https://www.virtualemployee.com/service/graphic-design-experts/,old,old,1,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,Hire Management Company,https://www.virtualemployee.com/service/ppc-management-company/,old,old,2,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,Web Development,https://www.virtualemployee.com/service/web-development/,old,old,1,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,Elite dedicated software engineer,https://www.virtualemployee.com/service/elite-dedicated-software-engineer/,old,old,1,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,Hire Digital Marketing Expert,https://www.virtualemployee.com/service/hire-digital-marketing-experts-v1/,old,old,1,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,Hire remote software developer,https://www.virtualemployee.com/service/hire-remote-software-developer/,old,old,1,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,Hire Internet Marketing Company,https://www.virtualemployee.com/da/internet-marketing-company/,Tanumoy,Rajni,772,34,4.40%,0,0,,77,0,0.00%,302,8,2.65%,661,29,4.39%,108,5,4.63%,0,0,,0,0,,1,0,0.00%,0,0,,0,0,,2,0,0.00%,0,0,,0,0,,0,0,,1,0,0.00%,1,0,0.00%,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,Hire White Label Developer,https://www.virtualemployee.com/da/hire-white-label-developers-v1/,Tanumoy,Nabil,21,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,4,0,0.00%,17,0,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,Hire Swift Developers,https://www.virtualemployee.com/da/hire-swift-developers/,Tanumoy,Rajni,140,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0.00%,0,0,,1,0,0.00%,0,0,,0,0,,1,0,0.00%,1,0,0.00%,0,0,,29,0,0.00%,109,0,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,Hire Magento Developer,https://www.virtualemployee.com/da/hire-magento-developers/,Tanumoy,Rahul,330,1,0.30%,0,0,,0,0,,2,0,0.00%,1,0,0.00%,6,0,0.00%,1,0,0.00%,2,0,0.00%,6,0,0.00%,6,0,,9,0,0.00%,8,0,0.00%,0,0,,12,0,0.00%,71,0,0.00%,289,1,0.35%,5,0,0.00%,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,Hire Full Stack Developers,https://www.virtualemployee.com/da/hire-full-stack-developer/,Tanumoy,Rajni,8297,100,1.21%,6,0,0.00%,996,11,1.10%,457,8,1.75%,369,5,1.36%,1911,4,0.21%,908,7,0.77%,440,16,3.64%,588,2,0.00%,772,20,,674,8,1.19%,622,17,2.73%,848,15,1.77%,1201,5,0.42%,1238,17,1.37%,1089,15,1.38%,815,20,2.45%,356,10,2.81%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,Hire Medical coding and Billing Expert,https://www.virtualemployee.com/da/hire-a-medical-coding-and-billing-expert/,Tanumoy,Rahul,1810,36,1.99%,310,7,2.26%,242,5,2.07%,624,9,1.44%,603,13,2.16%,541,7,1.29%,179,3,1.68%,0,0,,1,0,0.00%,179,1,,15,0,0.00%,0,0,,0,0,,37,0,0.00%,55,0,0.00%,208,4,1.92%,95,5,5.26%,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,Hire Virtual Assistant (One),https://www.virtualemployee.com/da/virtual-assistant-one/,Daya,sanjay,648,35,5.40%,2,0,0.00%,6,0,0.00%,0,0,,0,0,,1,0,0.00%,0,0,,1,0,0.00%,4,0,0.00%,1,0,,5,0,0.00%,1,0,0.00%,0,0,,192,13,6.77%,556,36,6.47%,443,22,4.97%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,Hire Virtual Assistant (Two),https://www.virtualemployee.com/da/virtual-assistant-two/,Daya,Mohit,1179,45,3.82%,547,22,4.02%,2437,28,1.15%,0,0,,0,0,,17,0,0.00%,2,0,0.00%,15,0,0.00%,7,0,0.00%,5,0,,8,0,0.00%,7,0,0.00%,0,0,,170,6,3.53%,566,35,6.18%,415,17,4.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,Hire Remote staff V2,https://www.virtualemployee.com/ir/hire-remote-staff-v2/,Daya,Mohit,78,4,5.13%,0,0,,0,0,,0,0,,0,0,,1,0,0.00%,0,0,,1,0,0.00%,2,0,0.00%,0,0,,0,0,,0,0,,0,0,,74,4,5.41%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,Outsourced accounting services,https://www.virtualemployee.com/ir/outsourced-accounting-services-v2/,Vikas,Mohit,35,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0.00%,0,0,,0,0,,0,0,,0,0,,35,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,HomePage Version B,https://www.virtualemployee.com/home-b/,Irfan,Sanjay,1282,0,0.00%,0,0,,67,0,0.00%,24,0,0.00%,133,0,0.00%,882,0,0.00%,469,0,0.00%,10,0,0.00%,8,0,0.00%,0,0,,155,0,0.00%,84,0,0.00%,0,0,,94,0,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,Web Developer India Iteration,https://www.virtualemployee.com/da/hire-web-developers-india-iteration-v2/,Tanumoy ,Nabil,15,1,6.67%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,0.00%,0,0,,0,0,,0,0,,0,0,,14,1,7.14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,Full-Stack Developer V2,https://www.virtualemployee.com/da/hire-full-stack-developer-v2/,Tanumoy,Rajni,100,2,2.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0.00%,1,0,,0,0,,0,0,,0,0,,100,2,2.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,Hire Developer,https://www.virtualemployee.com/da/hire-developers/,Irfan,Mohit,2196,67,3.05%,274,7,2.55%,245,10,4.08%,255,9,3.53%,325,13,4.00%,846,15,1.77%,242,10,4.13%,334,9,2.69%,323,16,0.00%,0,0,,0,0,,0,0,,0,0,,94,7,7.45%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,Hire Accounts Receivable & Payable,https://www.virtualemployee.com/da/hire-accounts-receivable-and-payable-expert/,Koyel,Rahul,201,1,0.50%,26,0,0.00%,43,1,2.33%,13,1,7.69%,7,0,0.00%,92,1,1.09%,41,1,2.44%,17,0,0.00%,26,0,0.00%,16,0,,33,0,0.00%,11,1,9.09%,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,Hire Financial Analyst,https://www.virtualemployee.com/da/hire-financial-analyst/,Koyel,Rahul,#N/A,#N/A,,0,0,,0,0,,0,0,,1,0,0.00%,59,0,0.00%,17,0,0.00%,0,0,,0,0,0.00%,0,0,,4,0,0.00%,737,2,0.27%,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,Hire Outsourced accounting Services (Mobile),https://www.virtualemployee.com/ir/outsourced-accounting-services/m/,Vikas,Mohit,4205,69,1.64%,567,13,2.29%,410,8,1.95%,509,6,1.18%,542,9,1.66%,1732,18,1.04%,556,9,1.62%,630,14,2.22%,180,2,0.00%,561,13,,554,13,2.35%,477,10,2.10%,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,Hire SEO Expert Mobile,https://www.virtualemployee.com/da/hire-seo-expert/m/,Tanumoy,Nabil,3335,114,3.42%,545,26,4.77%,526,16,3.04%,434,18,4.15%,521,17,3.26%,1176,34,2.89%,334,15,4.49%,311,13,4.18%,394,14,0.00%,403,15,,388,10,2.58%,490,12,2.45%,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,Hire PPC Experts Mobile,https://www.virtualemployee.com/ir/hire-ppc-consultants/m/,Kanika,Rahul,6088,151,2.48%,1314,26,1.98%,1121,18,1.61%,1137,28,2.46%,1087,45,4.14%,2044,25,1.22%,627,23,3.67%,517,20,3.87%,546,22,0.00%,483,17,,580,13,2.24%,569,9,1.58%,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,Hire cyber security,https://www.virtualemployee.com/ir/hire-cybersecurity-expert/,Vinay,Rahul,168,0,0.00%,0,0,,0,0,,0,0,,1,0,0.00%,166,0,0.00%,102,1,0.98%,0,0,,0,0,0.00%,0,0,,1,0,0.00%,194,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,Outsource System Administration,https://www.virtualemployee.com/da/outsource-system-administration/,Sonia,Mohit,527,1,0.19%,0,0,,0,0,,0,0,,0,0,,2,0,0.00%,0,0,,2,0,0.00%,1,0,0.00%,0,0,,522,1,0.19%,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,Hire Full Stack Developers  (M),https://www.virtualemployee.com/ir/full-stack-dev-m-v2/,Tanumoy,Rajni,69,1,1.45%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,0.00%,0,0,,68,1,1.47%,114,0,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,Hire HVAC Expert,https://www.virtualemployee.com/ir/hire-hvac-expert/,Koyel,Rahul,512,13,2.54%,0,0,,0,0,,0,0,,0,1,,313,0,0.00%,169,1,0.59%,45,0,0.00%,58,1,0.00%,90,3,,96,11,11.46%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,Hire Software Developer V2,https://www.virtualemployee.com/da/hire-software-developer-v2/,Tanumoy,Mohit,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0.00%,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,Hire VA (Mobile),https://www.virtualemployee.com/da/hire-dedicated-virtual-assistants-mobile/,Ankita,Binoy,14220,248,,2141,45,2.10%,1555,35,2.25%,1365,34,2.49%,1320,54,4.09%,6261,48,0.77%,1823,34,1.87%,2521,48,1.90%,1977,53,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,Hire Graphic Design,https://www.virtualemployee.com/da/graphic-design/,old,old,1,0,,0,0,,0,0,,0,0,,1,0,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,Free Trial Offer- B,https://www.virtualemployee.com/da/free-trial-offer-b/,old,old,75,8,,46,3,6.52%,52,5,9.62%,43,3,6.98%,29,5,17.24%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,Free Trial Offer- A,https://www.virtualemployee.com/da/free-trial-offer-a/,old,old,26,3,,2,0,0.00%,7,0,0.00%,19,0,0.00%,24,3,12.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,Hire Web Developer,https://www.virtualemployee.com/da/hire-web-developer/,Tanumoy,Mohit,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0.00%,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,Hire Data Analyst,https://www.virtualemployee.com/ir/hire-data-analyst/,Irfan,Mohit,2475,29,1.17%,8,0,0.00%,10,0,0.00%,224,1,0.45%,535,8,1.50%,1534,18,1.17%,245,3,1.22%,398,3,0.75%,0,0,0.00%,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,Hire Remote Staff (Mobile),https://www.virtualemployee.com/ir/hire-remote-staff-mobile/,Daya,Mohit,2,0,0.00%,1,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,0.00%,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,Hire Offshore Developer V1,https://www.virtualemployee.com/da/hire-offshore-developer-v1/,Joyeesha,Rahul,45,0,0.00%,5,0,0.00%,18,0,0.00%,16,0,0.00%,3,0,0.00%,25,0,0.00%,12,1,8.33%,10,0,0.00%,2,0,0.00%,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,Hire Offshore Developer V1 (Mobile),https://www.virtualemployee.com/da/hire-offshore-developer-v1/m/,Joyeesha,Rahul,42,0,0.00%,2,0,0.00%,2,0,0.00%,0,0,,0,0,,12,0,0.00%,10,1,10.00%,2,0,0.00%,26,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,Hire Software Engineers (Mobile),https://www.virtualemployee.com/ir/hiring-software-engineers/m/,Joyeesha,Rahul,304,1,0.33%,63,0,0.00%,120,3,2.50%,0,0,,0,0,,239,1,0.42%,93,2,2.15%,0,0,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,Hire Software Developer (Mobile),https://www.virtualemployee.com/da/hire-software-developer-m/,Tanumoy,Mohit,2842,21,0.74%,499,8,1.60%,648,15,2.31%,0,0,,2,1,50.00%,2315,12,0.52%,1305,21,1.61%,20,0,0.00%,6,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,Hire Bookkeeping Experts,https://www.virtualemployee.com/da/hire-bookkeeping-experts/,Tanumoy,Rajni,1193,35,2.93%,333,8,2.40%,147,8,5.44%,119,3,2.52%,128,12,9.38%,438,5,1.14%,162,12,7.41%,176,4,2.27%,118,6,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,Outsourcing Business Process,https://www.virtualemployee.com/ir/outsourcing-business-process/,Tanumoy,Rahul,74,0,0.00%,0,0,,4,0,0.00%,0,0,,72,,0.00%,0,0,,0,0,,0,0,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,Custom AI Developers,https://www.virtualemployee.com/ir/custom-ai-developers/,Tanumoy,Mohit,1410,13,0.92%,350,6,1.71%,0,0,,0,0,,3,0,0.00%,1037,7,0.68%,464,8,1.72%,0,0,,20,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,Custom AI Agent Development,https://www.virtualemployee.com/ir/custom-ai-agent/,Tanumoy,Mohit,450,13,2.89%,441,13,2.95%,1,0,0.00%,0,0,,0,0,,1,0,0.00%,0,0,,1,0,0.00%,7,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
